29.325797392072936,31529
36.52241446924456,3117
39.818760104475395,116872
66.93561159944916,13392
10.446164160045342,13456
5.3569719856570455,508972
49.15640732608734,11114
9.394701633447513,73849
125.99600264734691,11896
53.43992906984105,7920
104.96754739140026,41301
86.83941459286113,43138
39.776313186086554,13532
54.374197139680966,1289491
65.45131465002433,144460
1.8289174015486038,6364
59.5357986914127,1224
12.986261073189548,37721
16.69105821338428,31150
25.561947952143978,517047
21.676547613366974,476523
24.442938767227343,5947
29.39916659979917,339674
32.852025834785344,24832
3.882708194100355,25003
257.69225111887545,13851
16.214461499091012,318747
25.764051065611167,46296
18.8795353751322,22038
18.033782233664347,14881
10.122251864596725,46116
29.980183486236843,558619
21.116810291315197,14658
25.04021135586177,144764
4.290024709716876,46014
36.05783475557988,29084
44.478190071001066,12792
24.60155994419194,7114
27.964526561264933,43236
70.34117191284308,3340
47.255096285842335,22973
16.01205208663765,42336
54.06370085978406,65373
8.947838360933824,46180
44.82993354323725,7576
13.221381440026411,559131
62.54767856812083,1289689
66.27187851582806,47062
48.05591422851521,64970
14.437206613068177,70725
308.71827183833636,14069
48.07086744753304,144531
115.16989482779647,4793
39.284577477995164,13522
14.727798891096233,23027
15.029459859594713,10090
24.51051308346851,558436
100.86595960180603,117054
43.05380435920252,5612
24.555505273753393,65212
118.97503083543457,12735
17.739408911448827,67188
21.40379947210908,14306
29.79939817609499,13632
6.411029631780555,9612
13.182766214774972,43448
62.62360762170139,42328
49.18834514941552,144646
29.387348576691004,31236
44.88635533124976,13092
70.12283213058367,201178
82.3682882342623,40281
28.80010983666777,37920
12.703650810436569,44104
25.37220766229688,13171
16.927841165470113,472770
4.74274382076798,9832
39.86012722476723,8077
18.619896911019634,14167
24.63435835696226,979677
97.83237883837874,3914
44.856690961706946,5261
45.93597171822733,517053
38.32971178404725,979682
49.66497544856224,12746
32.33280502743018,30953
9.269779705764059,1078
40.53343804691007,12839
42.28581249014298,19765
52.41678541402594,73106
19.800696543124428,74204
4.31190647962374,27409
38.457168480095895,18204
35.682108253665064,3045
122.55602800514335,40523
206.58817528325866,12716
47.42042017485826,5367
2.418370668516738,9477
30.48061996460242,2071
4.078865324128137,27919
1.993654561237169,73903
29.12253135544525,30822
7.009261965235363,74321
14.021167803814208,26916
29.466144437208218,585
21.961398420800716,26691
18.102038690590255,32055
18.76029318973123,37213
32.54245214214298,1067750
13.999966973607789,18206
69.26996596838687,12821
363.142162616117,145300
33.46052258738001,980037
112.58787980137502,12038
66.75054239322081,12832
359.46759018075034,1289606
7.269931531255938,539892
10.444158435665592,26799
44.28668279739391,16006
59.645610047754865,42220
45.27814840802847,871
50.49402190829381,42087
60.12874985135062,20012
41.84303145862156,27236
10.666114576464736,38992
39.58847407291614,508981
30.433714158713475,12781
107.8508252312133,144815
52.519808021661014,41824
38.942817515809104,20504
27.747012166868366,42056
51.37553105294183,5235
14.818251720822394,22084
17.984520328581056,15256
18.71585418201529,73172
67.4127120042101,41886
113.17712250330075,19975
14.52388130635926,24266
51.95182916380057,16972
5.112647289315297,12953
24.129437532398587,43455
55.91199316554851,10834
4.779808816300928,30395
41.50037492700666,5165
67.08820742408547,144468
56.08691225156107,13091
4.192248847151979,27163
65.65425881264773,14104
65.10125394133131,2203
0.4540284024841796,35990
7.3314004947209135,67185
30.9358392273482,25094
28.40144771698,4661
54.074060670221286,12024
5.081723718301648,34154
28.463353400280454,180008
11.898703369596614,14172
64.05907832622106,144797
15.81808033583964,550880
23.32960347718926,3069
20.161794070884184,18513
23.343488550816602,30929
360.0928075998525,4636
45.200983092159845,12526
10.305669302132888,25806
59.83585463072738,42332
33.32568686444201,43115
9.522131225847794,66020
184.0342638476478,472766
49.44358666022291,42138
16.117539298941008,12641
17.799456111991223,67105
5.137755142043198,27844
25.6384072350346,14978
73.85795692227923,5401
27.932311811819243,20553
37.807752902481056,343021
28.725956876397248,19050
30.179425335895424,29273
29.544644561224047,26699
65.48292807100724,144795
55.92917020550008,14926
202.7514204385832,4208
24.10945864661676,12443
29.7644446491888,326305
44.66380026465744,204449
40.207957168866415,14492
16.585495092724003,45932
16.68738731371453,35738
14.534704702623955,41147
21.664043159238044,26745
38.83623535214164,8399
60.48401429846626,556645
16.28591873245897,64985
8.357747203547532,36149
39.762018216714615,3544
22.921291100483376,19262
